id,title,subtitle,yearOfImplementation,status,holder,costs,link,apiLink,companyConstruction,owner,district,dateStart,dateEnd,milestones,type,name,value,categories,image,imageCurrent,imagesBefore,kml,additionalInformation,additionalHtmlContent,image.uri,image.extension
9080038002,A-Schweitzer-Gymnasium Gymnasium,,2020.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/a-schweitzer-gymnasium-gymnasium/,https://www.infravelo.de/api/v1/project/9080038002/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,30,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080038002</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.426381989,52.4847827952
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9100031042,Adorfer Straße  8,,2019.0,Abgeschlossen,Bezirksamt Marzahn-Hellersdorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/adorfer-strasse-8/,https://www.infravelo.de/api/v1/project/9100031042/,,Bezirksamt Marzahn-Hellersdorf,Marzahn-Hellersdorf,,,[],Anlehnbügel,Anzahl Stellplätze,6,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9100031042</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.6073188314,52.5320427338
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9060111001,Albrechtstraße 49,,2023.0,Abgeschlossen,Bezirksamt Steglitz-Zehlendorf finanziert durch Bezirksmittel,,https://www.infravelo.de/projekt/albrechtstrasse-49/,https://www.infravelo.de/api/v1/project/9060111001/,,Bezirksamt Steglitz-Zehlendorf,Steglitz-Zehlendorf,,,[],Anlehnbügel,Anzahl Stellplätze,4,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9060111001</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.3392669909,52.4484337451
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9060092029,Albrechtstraße 81,,2020.0,Abgeschlossen,Bezirksamt Steglitz-Zehlendorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/albrechtstrasse-81/,https://www.infravelo.de/api/v1/project/9060092029/,,Bezirksamt Steglitz-Zehlendorf,Steglitz-Zehlendorf,,,[],Anlehnbügel,Anzahl Stellplätze,16,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9060092029</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.3383434853,52.4493763585
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9100031023,Alfred-Döblin-Straße 2 A,,2019.0,Abgeschlossen,Bezirksamt Marzahn-Hellersdorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/alfred-doeblin-strasse-2-a/,https://www.infravelo.de/api/v1/project/9100031023/,,Bezirksamt Marzahn-Hellersdorf,Marzahn-Hellersdorf,,,[],Anlehnbügel,Anzahl Stellplätze,8,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9100031023</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.5512898164,52.5520662096
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9100057004,Alice-Salomon-Platz ggü. Rathaus ,,2017.0,Abgeschlossen,Bezirksamt Marzahn-Hellersdorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/alice-salomon-platz-ggue-rathaus/,https://www.infravelo.de/api/v1/project/9100057004/,,Bezirksamt Marzahn-Hellersdorf,Marzahn-Hellersdorf,,,[],Anlehnbügel,Anzahl Stellplätze,16,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9100057004</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.6038906485,52.5367597261
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9100031051,Allee der Kosmonauten  79,,2019.0,Abgeschlossen,Bezirksamt Marzahn-Hellersdorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allee-der-kosmonauten-79/,https://www.infravelo.de/api/v1/project/9100031051/,,Bezirksamt Marzahn-Hellersdorf,Marzahn-Hellersdorf,,,[],Anlehnbügel,Anzahl Stellplätze,8,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9100031051</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.6073188312,52.5320427382
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9100053010,Allee der Kosmonauten 79,,2020.0,Abgeschlossen,Bezirksamt Marzahn-Hellersdorf finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allee-der-kosmonauten-79-1/,https://www.infravelo.de/api/v1/project/9100053010/,,Bezirksamt Marzahn-Hellersdorf,Marzahn-Hellersdorf,,,[],Kinderfahrradbügel,Anzahl Stellplätze,8,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9100053010</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.5461019364,52.5279697965
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9080031001,Allerstraße 13,,2018.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allerstrasse-13/,https://www.infravelo.de/api/v1/project/9080031001/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,2,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080031001</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.4231207918,52.4748104052
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9080031002,Allerstraße 33,,2018.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allerstrasse-33-1/,https://www.infravelo.de/api/v1/project/9080031002/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,2,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080031002</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.4219899041,52.4745698711
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9080049006,Allerstraße 33,,2022.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allerstrasse-33/,https://www.infravelo.de/api/v1/project/9080049006/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,22,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080049006</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.4218809931,52.4745849976
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9080031003,Allerstraße 44,,2018.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allerstrasse-44/,https://www.infravelo.de/api/v1/project/9080031003/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,4,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080031003</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.4257999837,52.4749972785
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
9080031004,Allerstraße 47,,2018.0,Abgeschlossen,Bezirksamt Neukölln finanziert durch Landesmittel - Maßnahmen zur Verbesserung des Radverkehrs,,https://www.infravelo.de/projekt/allerstrasse-47/,https://www.infravelo.de/api/v1/project/9080031004/,,Bezirksamt Neukölln,Neukölln,,,[],Anlehnbügel,Anzahl Stellplätze,2,[],,,[],"<?xml version=""1.0"" encoding=""utf-8""?>
<kml xmlns=""http://www.opengis.net/kml/2.2"" xmlns:gx=""http://www.google.com/kml/ext/2.2"" xmlns:kml=""http://www.opengis.net/kml/2.2"" xmlns:atom=""http://www.w3.org/2005/Atom"">
  <Document id=""root_doc"">
    <Folder>
			<name>Standortpin</name>
			<Placemark>
				<ExtendedData>
					<SchemaData schemaUrl=""#Standortpin"">
						<SimpleData name=""StandortID"">9080031004</SimpleData>
					</SchemaData>
				</ExtendedData>
				<Point>
					<coordinates>
						13.4266583673,52.4750847374
					</coordinates>
				</Point>
			</Placemark>
		</Folder>
  </Document>
</kml>",[],[],,
